map,Team,Pistol Won,Eco (won),Semi-eco (won),Semi-buy (won),Full buy(won),match_id
All Maps,RRQ,1,3 (1),0 (0),8 (4),15 (9),314305
Ascent,GE,2,2 (2),1 (0),9 (2),9 (4),314306
Ascent,DRX,0,4 (0),0 (0),1 (0),16 (13),314306
Lotus,GE,0,4 (0),0 (0),8 (4),7 (2),314306
Lotus,DRX,2,2 (2),2 (1),4 (3),11 (7),314306
All Maps,GE,2,6 (2),1 (0),17 (6),16 (6),314306
All Maps,DRX,2,6 (2),2 (1),5 (3),27 (20),314306
Lotus,GEN,1,2 (1),1 (0),7 (5),12 (7),314307
Lotus,TLN,1,4 (1),1 (0),4 (2),13 (6),314307
Ascent,GEN,0,4 (1),0 (0),4 (2),13 (10),314307
Ascent,TLN,2,3 (2),2 (0),6 (1),10 (5),314307
All Maps,GEN,1,6 (2),1 (0),11 (7),25 (17),314307
All Maps,TLN,3,7 (3),3 (0),10 (3),23 (11),314307
Ascent,T1,1,3 (1),0 (0),6 (3),14 (6),314308
Ascent,DFM,1,3 (1),0 (0),7 (1),13 (11),314308
Lotus,T1,1,3 (2),2 (2),2 (1),11 (8),314308
Lotus,DFM,1,2 (1),4 (0),7 (2),5 (2),314308
All Maps,T1,1,3 (1),0 (0),10 (6),11 (4),314308
All Maps,DFM,1,3 (1),0 (0),10 (6),11 (6),314308
Lotus,GEN,1,3 (1),1 (1),8 (3),12 (8),314309
Lotus,PRX,1,3 (1),1 (0),5 (1),15 (9),314309
Icebox,GEN,1,4 (2),2 (0),7 (3),11 (6),314309
Icebox,PRX,1,2 (1),3 (1),4 (2),15 (9),314309
All Maps,GEN,1,3 (1),1 (0),12 (5),3 (0),314309
All Maps,PRX,1,3 (1),0 (0),3 (2),13 (10),314309
Breeze,T1,1,3 (1),1 (0),4 (2),14 (10),314310
Breeze,DRX,1,4 (1),1 (0),4 (1),13 (7),314310
Split,T1,1,3 (1),0 (0),10 (4),5 (0),314310
Split,DRX,1,3 (1),0 (0),5 (4),10 (8),314310
All Maps,T1,1,3 (1),1 (0),9 (4),6 (1),314310
All Maps,DRX,1,3 (1),0 (0),2 (2),14 (10),314310
Icebox,TS,0,4 (0),0 (0),4 (3),13 (10),314311
Icebox,ZETA,2,2 (2),0 (0),11 (3),8 (3),314311
Lotus,TS,1,3 (1),3 (0),5 (1),8 (4),314311
Lotus,ZETA,1,3 (1),1 (1),2 (2),13 (9),314311
All Maps,TS,1,3 (1),2 (0),3 (2),12 (10),314311
All Maps,ZETA,1,3 (2),1 (0),9 (3),7 (2),314311
Lotus,BLD,0,3 (0),3 (0),4 (1),5 (1),314312
Lotus,RRQ,2,2 (2),0 (0),3 (3),10 (8),314312
Icebox,BLD,1,3 (1),1 (0),7 (2),7 (2),314312
Icebox,RRQ,1,3 (1),0 (0),4 (4),11 (8),314312
All Maps,BLD,1,6 (1),4 (0),11 (3),12 (3),314312
All Maps,RRQ,3,5 (3),0 (0),7 (7),21 (16),314312
Split,GEN,1,3 (1),1 (1),1 (1),16 (10),314313
Split,DFM,1,3 (1),0 (0),6 (2),12 (5),314313
Lotus,GEN,2,2 (2),1 (0),8 (5),9 (6),314313
Lotus,DFM,0,4 (0),0 (0),5 (3),11 (4),314313
All Maps,GEN,3,5 (3),2 (1),9 (6),25 (16),314313
All Maps,DFM,1,7 (1),0 (0),11 (5),23 (9),314313
Icebox,GE,2,2 (2),0 (0),5 (5),10 (6),314314
Icebox,TLN,0,3 (0),4 (0),1 (1),9 (3),314314
Breeze,GE,0,3 (0),1 (1),8 (6),14 (5),314314
Breeze,TLN,2,3 (2),2 (2),5 (1),16 (9),314314
All Maps,GE,0,4 (0),0 (0),4 (2),11 (4),314314
All Maps,TLN,2,2 (2),0 (0),6 (3),11 (8),314314
Ascent,T1,1,3 (1),1 (1),3 (3),12 (8),314315
Ascent,RRQ,1,3 (1),0 (0),11 (4),5 (1),314315
Lotus,T1,2,2 (2),2 (1),6 (4),11 (6),314315
Lotus,RRQ,0,4 (0),0 (0),10 (4),7 (4),314315
All Maps,T1,3,5 (3),3 (2),9 (7),23 (14),314315
All Maps,RRQ,1,7 (1),0 (0),21 (8),12 (5),314315
Sunset,BLD,1,3 (1),1 (0),7 (2),11 (6),314316
Sunset,ZETA,1,3 (1),3 (0),3 (1),13 (11),314316
Ascent,BLD,2,2 (2),1 (0),5 (3),14 (8),314316
Ascent,ZETA,0,4 (0),1 (0),5 (3),12 (6),314316
All Maps,BLD,0,4 (0),0 (0),4 (1),13 (7),314316
All Maps,ZETA,2,2 (2),1 (0),5 (3),13 (8),314316
Bind,GEN,1,3 (1),1 (0),8 (4),11 (5),314317
Bind,DRX,1,3 (1),1 (1),3 (2),16 (9),314317
Ascent,GEN,2,2 (2),0 (0),7 (4),13 (7),314317
Ascent,DRX,0,4 (0),2 (0),1 (1),15 (8),314317
All Maps,GEN,1,3 (1),2 (0),4 (3),11 (3),314317
All Maps,DRX,1,3 (1),0 (0),2 (2),15 (10),314317
Lotus,BLD,1,3 (1),1 (0),5 (1),13 (7),314318
Lotus,DFM,1,3 (1),0 (0),7 (4),12 (8),314318
Split,BLD,1,3 (1),0 (0),3 (2),14 (10),314318
Split,DFM,1,3 (1),0 (0),7 (3),10 (3),314318
All Maps,BLD,1,3 (2),0 (0),2 (2),12 (9),314318
All Maps,DFM,1,3 (1),2 (0),4 (2),8 (1),314318
Lotus,GE,2,2 (2),1 (0),5 (3),15 (8),314319
Lotus,RRQ,0,4 (0),2 (0),4 (2),13 (8),314319
Icebox,GE,2,2 (2),1 (1),3 (2),11 (8),314319
Icebox,RRQ,0,4 (1),1 (0),6 (1),6 (2),314319
All Maps,GE,4,4 (4),2 (1),8 (5),26 (16),314319
All Maps,RRQ,0,8 (1),3 (0),10 (3),19 (10),314319
Icebox,TS,0,4 (0),1 (1),1 (1),16 (11),314320
Icebox,PRX,2,2 (2),2 (0),10 (5),8 (2),314320
Sunset,TS,2,2 (2),0 (0),7 (6),12 (5),314320
Sunset,PRX,0,4 (0),0 (0),6 (4),11 (4),314320
All Maps,TS,2,6 (2),1 (1),8 (7),28 (16),314320
All Maps,PRX,2,6 (2),2 (0),16 (9),19 (6),314320
Lotus,T1,1,3 (1),1 (0),5 (2),15 (8),314321
Lotus,TLN,1,3 (1),1 (0),6 (4),14 (8),314321
Bind,T1,1,3 (1),1 (0),7 (4),12 (5),314321
Bind,TLN,1,3 (1),1 (1),2 (1),17 (10),314321
All Maps,T1,2,6 (2),2 (0),12 (6),27 (13),314321
All Maps,TLN,2,6 (2),2 (1),8 (5),31 (18),314321
Split,GEN,2,2 (2),1 (0),3 (2),15 (9),314322
Split,ZETA,0,4 (1),1 (0),3 (2),13 (5),314322
Ascent,GEN,1,3 (1),1 (0),3 (2),19 (11),314322
Ascent,ZETA,1,3 (1),0 (0),5 (1),18 (10),314322
All Maps,GEN,3,5 (3),2 (0),6 (4),34 (20),314322
All Maps,ZETA,1,7 (2),1 (0),8 (3),31 (15),314322
Lotus,TS,2,3 (2),0 (0),3 (2),11 (9),314323
Lotus,DFM,0,3 (0),2 (0),5 (3),7 (1),314323
Breeze,TS,1,3 (1),1 (0),7 (2),11 (6),314323
Breeze,DFM,1,3 (1),1 (0),6 (3),12 (9),314323
All Maps,TS,1,3 (1),0 (0),2 (2),10 (10),314323
All Maps,DFM,1,3 (1),1 (0),7 (1),4 (0),314323
Sunset,GE,1,4 (1),0 (0),9 (2),4 (1),314324
Sunset,PRX,1,3 (1),0 (0),3 (3),11 (9),314324
Icebox,GE,1,3 (1),1 (1),7 (3),9 (2),314324
Icebox,PRX,1,3 (1),1 (1),3 (2),13 (9),314324
All Maps,GE,2,7 (2),1 (1),16 (5),13 (3),314324
All Maps,PRX,2,6 (2),1 (1),6 (5),24 (18),314324
Ascent,BLD,0,4 (0),1 (1),7 (3),6 (1),314325
Ascent,PRX,2,2 (2),1 (0),4 (3),11 (8),314325
Bind,BLD,0,4 (0),2 (1),2 (0),11 (5),314325
Bind,PRX,2,2 (2),0 (0),6 (4),11 (7),314325
All Maps,BLD,0,8 (0),3 (2),9 (3),17 (6),314325
All Maps,PRX,4,4 (4),1 (0),10 (7),22 (15),314325
Split,GE,1,3 (1),1 (0),8 (5),11 (4),314326
Split,DFM,1,3 (1),1 (0),3 (1),16 (11),314326
Lotus,GE,1,3 (1),2 (1),3 (1),10 (10),314326
Lotus,DFM,1,3 (2),0 (0),9 (1),6 (2),314326
All Maps,GE,2,2 (2),1 (0),8 (6),13 (5),314326
All Maps,DFM,0,4 (0),1 (0),6 (4),13 (7),314326
Bind,T1,1,3 (1),1 (1),4 (2),16 (7),314327
Bind,ZETA,1,3 (1),1 (0),4 (2),16 (10),314327
Lotus,T1,1,3 (1),1 (0),4 (2),14 (10),314327
Lotus,ZETA,1,3 (1),1 (0),6 (2),12 (6),314327
All Maps,T1,2,2 (2),1 (1),9 (4),11 (6),314327
All Maps,ZETA,0,4 (0),1 (0),4 (3),14 (7),314327
Sunset,TS,1,3 (1),1 (0),7 (3),13 (9),314328
Sunset,TLN,1,3 (1),0 (0),6 (2),15 (8),314328
Lotus,TS,2,2 (2),2 (0),7 (3),13 (6),314328
Lotus,TLN,0,5 (0),0 (0),3 (0),16 (13),314328
All Maps,TS,0,4 (1),0 (0),5 (2),14 (7),314328
All Maps,TLN,2,3 (2),2 (1),7 (5),11 (5),314328
Bind,BLD,0,4 (0),1 (1),2 (0),15 (8),314329
Bind,DRX,2,2 (2),3 (1),6 (5),11 (5),314329
Breeze,BLD,2,2 (2),3 (0),8 (2),4 (0),314329
Breeze,DRX,0,4 (1),0 (0),0 (0),13 (12),314329
All Maps,BLD,2,6 (2),4 (1),10 (2),19 (8),314329
All Maps,DRX,2,6 (3),3 (1),6 (5),24 (17),314329
Breeze,GEN,1,3 (1),0 (0),4 (4),9 (8),314330
Breeze,RRQ,1,3 (1),1 (0),12 (2),0 (0),314330
Ascent,GEN,1,3 (2),2 (0),5 (1),14 (8),314330
Ascent,RRQ,1,3 (1),1 (0),9 (5),11 (7),314330
All Maps,GEN,0,4 (0),2 (1),4 (3),13 (6),314330
All Maps,RRQ,2,2 (2),1 (1),9 (6),11 (4),314330
Lotus,TS,1,3 (2),2 (0),4 (1),11 (4),329907
Lotus,T1,1,4 (1),0 (0),3 (2),13 (10),329907
Sunset,TS,1,4 (1),0 (0),8 (3),12 (7),329907
Sunset,T1,1,3 (1),1 (1),5 (1),15 (10),329907
All Maps,TS,2,7 (3),2 (0),12 (4),23 (11),329907
All Maps,T1,2,7 (2),1 (1),8 (3),28 (20),329907
Lotus,PRX,2,2 (2),0 (0),2 (2),9 (9),329908
Lotus,TLN,0,3 (0),3 (0),4 (0),3 (0),329908
Bind,PRX,1,3 (1),0 (0),6 (4),13 (8),329908
Bind,TLN,1,3 (1),1 (0),6 (3),12 (5),329908
All Maps,PRX,1,3 (1),1 (0),7 (1),9 (5),329908
All Maps,TLN,1,3 (1),2 (1),1 (1),14 (10),329908
Ascent,GEN,1,3 (1),1 (0),9 (5),9 (3),329909
Ascent,T1,1,3 (1),1 (0),3 (2),15 (10),329909
Sunset,GEN,1,3 (1),1 (0),4 (2),13 (10),329909
Sunset,T1,1,3 (1),2 (0),5 (2),11 (5),329909
All Maps,GEN,1,3 (1),0 (0),8 (4),9 (2),329909
All Maps,T1,1,3 (2),1 (1),4 (2),12 (8),329909
Lotus,DRX,1,3 (1),2 (1),5 (1),9 (3),329910
Lotus,PRX,1,3 (1),0 (0),6 (4),10 (8),329910
Ascent,DRX,2,3 (2),2 (1),4 (1),14 (9),329910
Ascent,PRX,0,4 (2),1 (0),3 (1),15 (7),329910
All Maps,DRX,2,2 (2),3 (0),6 (2),8 (2),329910
All Maps,PRX,0,4 (0),0 (0),1 (1),14 (12),329910
Lotus,T1,1,3 (1),2 (0),6 (1),5 (1),329912
Lotus,PRX,1,3 (1),0 (0),3 (3),10 (9),329912
Sunset,T1,1,5 (1),0 (0),8 (3),5 (1),329912
Sunset,PRX,1,3 (1),0 (0),3 (3),12 (9),329912
All Maps,T1,2,8 (2),2 (0),14 (4),10 (2),329912
All Maps,PRX,2,6 (2),0 (0),6 (6),22 (18),329912
Bind,GEN,0,4 (0),0 (0),5 (2),12 (6),329911
Bind,DRX,2,2 (2),1 (1),7 (5),11 (5),329911
Sunset,GEN,1,3 (1),2 (0),5 (4),14 (8),329911
Sunset,DRX,1,3 (1),1 (1),4 (1),16 (8),329911
All Maps,GEN,2,2 (2),0 (0),6 (4),13 (7),329911
All Maps,DRX,0,4 (0),2 (1),4 (3),11 (4),329911
Lotus,T1,0,3 (0),2 (0),5 (0),5 (2),329913
Lotus,GEN,2,2 (2),0 (0),4 (3),9 (8),329913
Icebox,T1,0,4 (1),2 (0),0 (0),18 (10),329913
Icebox,GEN,2,3 (2),1 (1),9 (3),11 (7),329913
Bind,T1,1,3 (1),0 (0),7 (1),12 (7),329913
Bind,GEN,1,3 (2),3 (1),2 (2),14 (8),329913
Split,T1,1,10 (2),4 (0),12 (1),35 (19),329913
Split,GEN,5,8 (6),4 (2),15 (8),34 (23),329913
Lotus,PRX,1,3 (1),0 (0),9 (5),10 (3),329914
Lotus,GEN,1,3 (1),0 (0),8 (6),11 (6),329914
Sunset,PRX,0,4 (0),0 (0),1 (1),17 (12),329914
Sunset,GEN,2,2 (2),0 (0),12 (4),8 (3),329914
Icebox,PRX,1,2 (1),2 (1),6 (3),14 (8),329914
Icebox,GEN,1,3 (1),1 (1),9 (5),11 (4),329914
Bind,PRX,1,3 (1),1 (1),4 (1),14 (6),329914
Bind,GEN,1,3 (1),1 (0),7 (5),11 (7),329914
All Maps,PRX,1,3 (1),0 (0),7 (5),11 (7),329914
All Maps,GEN,1,3 (1),1 (0),5 (2),12 (5),329914
