match_id,map_name,map_order,score,winner,duration,picked_by
511575,Corrode,2,16 - 14,Movistar KOI(KOI),1:06:20,Natus Vincere
511575,Ascent,3,3 - 13,Natus Vincere,34:43,Decider
511576,Bind,1,5 - 13,FNATIC,41:24,FNATIC
511576,Lotus,2,10 - 13,FNATIC,48:13,Apeks
511577,Ascent,1,7 - 13,Team Heretics,51:35,GIANTX
511577,Haven,2,3 - 13,Team Heretics,35:14,Team Heretics
511579,Corrode,1,4 - 13,Team Vitality,35:04,Gentle Mates
511579,Lotus,2,13 - 9,Gentle Mates,47:26,Team Vitality
511579,Ascent,3,10 - 13,Team Vitality,47:56,Decider
511580,Sunset,1,11 - 13,BBL Esports,55:48,BBL Esports
511580,Ascent,2,9 - 13,BBL Esports,48:06,FUT Esports
511581,Lotus,1,14 - 12,Team Liquid,56:21,Team Liquid
511581,Bind,2,13 - 15,Karmine Corp,1:09:47,Karmine Corp
511581,Sunset,3,12 - 14,Karmine Corp,1:01:49,Decider
530924,Corrode,1,13 - 7,FNATIC,44:28,FNATIC
530924,Ascent,2,7 - 13,BBL Esports,44:02,BBL Esports
530924,Haven,3,9 - 13,BBL Esports,55:16,Decider
530925,Bind,1,5 - 13,Natus Vincere,38:30,Natus Vincere
530925,Haven,2,13 - 8,GIANTX,43:41,GIANTX
530925,Ascent,3,13 - 6,GIANTX,39:54,Decider
530928,Icebox,1,6 - 13,BBL Esports,45:20,BBL Esports
530928,Ascent,2,11 - 13,BBL Esports,50:46,Team Heretics
530929,Sunset,1,13 - 4,Team Liquid,30:22,GIANTX
530929,Corrode,2,11 - 13,GIANTX,52:49,Team Liquid
530929,Ascent,3,14 - 12,Team Liquid,54:05,Decider
530926,Haven,1,12 - 14,Karmine Corp,1:04:18,Karmine Corp
530926,Corrode,2,14 - 12,FNATIC,1:00:01,FNATIC
530926,Bind,3,13 - 8,FNATIC,53:18,Decider
530927,Haven,1,13 - 7,Natus Vincere,52:20,Team Vitality
530927,Bind,2,13 - 11,Natus Vincere,57:26,Natus Vincere
530930,Lotus,1,13 - 10,GIANTX,53:22,FNATIC
530930,Sunset,2,13 - 10,GIANTX,49:43,GIANTX
530931,Icebox,1,3 - 13,Natus Vincere,41:04,Natus Vincere
530931,Haven,2,7 - 13,Natus Vincere,44:25,Team Heretics
530932,Ascent,1,10 - 13,Team Liquid,51:22,BBL Esports
530932,Sunset,2,13 - 10,BBL Esports,54:47,Team Liquid
530932,Bind,3,12 - 14,Team Liquid,56:20,Decider
530933,Icebox,1,6 - 13,Natus Vincere,43:11,Natus Vincere
530933,Sunset,2,13 - 6,GIANTX,41:06,GIANTX
530933,Haven,3,13 - 4,GIANTX,37:42,Decider
530934,Ascent,1,2 - 13,GIANTX,31:37,BBL Esports
530934,Sunset,2,8 - 13,GIANTX,45:02,GIANTX
530934,Bind,3,6 - 13,GIANTX,40:32,BBL Esports
538583,Corrode,1,7 - 13,Team EMEA,40:26,Decider
530935,Bind,1,13 - 10,Team Liquid,51:30,Team Liquid
530935,Lotus,2,13 - 9,Team Liquid,42:05,GIANTX
530935,Sunset,3,13 - 10,Team Liquid,50:30,Team Liquid
