map,Team,Pistol Won,Eco (won),Semi-eco (won),Semi-buy (won),Full buy(won),match_id
Bind,GX,1,3 (1),1 (0),6 (4),8 (0),318922
Breeze,FNC,0,4 (0),1 (0),5 (3),8 (2),318922
Breeze,GX,2,2 (2),0 (0),4 (3),12 (8),318922
All Maps,FNC,1,3 (1),0 (0),3 (2),14 (10),318922
All Maps,GX,1,3 (1),0 (0),4 (2),13 (4),318922
Split,KC,1,3 (1),0 (0),3 (3),13 (9),318923
Split,M8,1,3 (1),1 (0),6 (2),9 (3),318923
Icebox,KC,1,3 (1),2 (1),3 (2),11 (9),318923
Icebox,M8,1,3 (1),0 (0),9 (3),7 (2),318923
All Maps,KC,2,6 (2),2 (1),6 (5),24 (18),318923
All Maps,M8,2,6 (2),1 (0),15 (5),16 (5),318923
Breeze,M8,0,4 (0),2 (0),6 (4),7 (2),318924
Breeze,FNC,2,2 (2),0 (0),7 (4),10 (7),318924
Lotus,M8,1,3 (1),0 (0),11 (3),3 (0),318924
Lotus,FNC,1,3 (1),0 (0),3 (3),11 (9),318924
All Maps,M8,1,7 (1),2 (0),17 (7),10 (2),318924
All Maps,FNC,3,5 (3),0 (0),10 (7),21 (16),318924
Bind,KC,2,2 (2),1 (0),7 (3),10 (8),318925
Bind,NAVI,0,4 (0),0 (0),2 (1),14 (6),318925
Sunset,KC,1,3 (1),3 (1),3 (1),11 (4),318925
Sunset,NAVI,1,3 (1),0 (0),4 (4),13 (8),318925
All Maps,KC,0,3 (0),0 (0),7 (3),9 (3),318925
All Maps,NAVI,2,2 (2),1 (0),5 (3),11 (8),318925
Split,BBL,1,2 (1),2 (0),3 (1),13 (11),318926
Split,TH,1,3 (1),2 (0),3 (1),12 (5),318926
Sunset,BBL,0,3 (0),3 (1),2 (1),15 (11),318926
Sunset,TH,2,2 (2),0 (0),12 (4),9 (4),318926
All Maps,BBL,1,5 (1),5 (1),5 (2),28 (22),318926
All Maps,TH,3,5 (3),2 (0),15 (5),21 (9),318926
Ascent,VIT,1,3 (1),2 (0),5 (3),10 (3),318927
Ascent,FUT,1,3 (1),1 (1),2 (2),14 (9),318927
Icebox,VIT,1,3 (2),1 (0),4 (3),14 (8),318927
Icebox,FUT,1,4 (1),3 (0),2 (1),13 (7),318927
All Maps,VIT,2,2 (2),0 (0),7 (4),13 (7),318927
All Maps,FUT,0,4 (0),1 (0),4 (2),13 (7),318927
Lotus,TL,0,4 (0),0 (0),3 (1),23 (13),318928
Lotus,GX,2,3 (2),1 (0),6 (4),20 (10),318928
Icebox,TL,1,3 (1),2 (1),2 (2),13 (9),318928
Icebox,GX,1,3 (1),1 (0),6 (2),10 (4),318928
All Maps,TL,2,2 (2),3 (1),4 (2),15 (8),318928
All Maps,GX,0,5 (0),1 (0),5 (3),13 (8),318928
Bind,FNC,0,4 (0),1 (0),2 (1),17 (12),318929
Bind,MKOI,2,3 (2),2 (0),7 (3),12 (6),318929
Icebox,FNC,1,3 (1),0 (0),2 (2),12 (10),318929
Icebox,MKOI,1,3 (1),2 (0),7 (2),5 (1),318929
All Maps,FNC,1,7 (1),1 (0),4 (3),29 (22),318929
All Maps,MKOI,3,6 (3),4 (0),14 (5),17 (7),318929
Sunset,TL,0,4 (0),2 (0),4 (1),5 (1),318930
Sunset,TH,2,2 (2),0 (0),3 (3),10 (8),318930
Bind,TL,1,5 (1),0 (0),3 (1),12 (5),318930
Bind,TH,1,3 (1),0 (0),4 (2),13 (10),318930
All Maps,TL,1,9 (1),2 (0),7 (2),17 (6),318930
All Maps,TH,3,5 (3),0 (0),7 (5),23 (18),318930
Icebox,VIT,0,4 (1),1 (0),3 (1),10 (3),318931
Icebox,M8,2,2 (2),2 (1),4 (2),10 (8),318931
Sunset,VIT,0,3 (0),1 (1),7 (1),7 (3),318931
Sunset,M8,2,2 (2),0 (0),5 (3),11 (8),318931
All Maps,VIT,0,7 (1),2 (1),10 (2),17 (6),318931
All Maps,M8,4,4 (4),2 (1),9 (5),21 (16),318931
Split,FNC,1,4 (1),1 (0),7 (3),8 (3),318932
Split,FUT,1,3 (1),0 (0),2 (1),15 (11),318932
Lotus,FNC,1,3 (1),1 (0),6 (3),18 (9),318932
Lotus,FUT,1,3 (1),1 (1),7 (3),17 (10),318932
fcking,FNC,2,7 (2),2 (0),13 (6),26 (12),318932
fcking,FUT,2,6 (2),1 (1),9 (4),32 (21),318932
Ascent,BBL,0,4 (0),2 (1),4 (4),11 (3),318933
Ascent,NAVI,2,2 (2),1 (0),5 (5),13 (6),318933
Sunset,BBL,2,2 (2),1 (0),7 (4),11 (7),318933
Sunset,NAVI,0,4 (0),0 (0),3 (0),14 (8),318933
All Maps,BBL,1,3 (1),1 (1),5 (2),13 (9),318933
All Maps,NAVI,1,3 (1),0 (0),7 (4),12 (4),318933
Lotus,VIT,1,3 (2),1 (1),5 (2),21 (9),318934
Lotus,GX,1,3 (1),2 (1),11 (5),14 (9),318934
Breeze,VIT,2,2 (2),2 (0),5 (3),11 (8),318934
Breeze,GX,0,4 (1),1 (0),7 (3),8 (3),318934
All Maps,VIT,0,4 (1),0 (0),0 (0),15 (12),318934
All Maps,GX,2,2 (2),4 (0),12 (3),1 (1),318934
Sunset,KC,0,4 (0),0 (0),0 (0),16 (13),318935
Sunset,MKOI,2,2 (2),1 (0),9 (4),8 (1),318935
Icebox,KC,1,3 (1),1 (0),7 (2),9 (4),318935
Icebox,MKOI,1,3 (1),1 (1),4 (3),12 (8),318935
All Maps,KC,0,4 (0),0 (0),3 (1),21 (14),318935
All Maps,MKOI,2,3 (2),1 (1),9 (5),15 (5),318935
Bind,BBL,1,3 (1),1 (0),4 (3),11 (2),318936
Bind,GX,1,3 (1),0 (0),2 (2),14 (10),318936
Sunset,BBL,1,3 (1),2 (2),5 (0),14 (8),318936
Sunset,GX,1,3 (2),2 (0),12 (6),7 (5),318936
All Maps,BBL,2,6 (2),3 (2),9 (3),25 (10),318936
All Maps,GX,2,6 (3),2 (0),14 (8),21 (15),318936
Icebox,KC,2,2 (2),1 (0),7 (4),16 (6),318937
Icebox,TH,0,4 (0),1 (0),4 (2),17 (12),318937
Lotus,KC,1,4 (2),0 (0),1 (1),13 (10),318937
Lotus,TH,1,3 (1),3 (0),6 (2),6 (2),318937
All Maps,KC,0,4 (0),2 (2),3 (0),13 (7),318937
All Maps,TH,2,2 (2),1 (0),8 (5),11 (6),318937
Split,VIT,0,4 (0),2 (0),3 (1),9 (4),318938
Split,MKOI,2,2 (2),0 (0),6 (6),10 (5),318938
Breeze,VIT,1,3 (2),1 (0),4 (1),12 (10),318938
Breeze,MKOI,1,3 (2),2 (0),10 (3),5 (2),318938
All Maps,VIT,0,4 (0),2 (0),4 (2),7 (2),318938
All Maps,MKOI,2,2 (2),0 (0),4 (2),11 (9),318938
Breeze,NAVI,1,3 (1),2 (0),7 (2),7 (3),318939
Breeze,FNC,1,3 (1),0 (0),1 (1),15 (11),318939
Ascent,NAVI,1,3 (1),1 (1),6 (3),11 (8),318939
Ascent,FNC,1,3 (1),2 (1),6 (3),10 (3),318939
All Maps,NAVI,1,3 (1),0 (0),4 (4),9 (8),318939
All Maps,FNC,1,3 (1),0 (0),8 (2),5 (0),318939
Lotus,TL,2,2 (2),0 (0),8 (6),7 (5),318940
Lotus,M8,0,4 (0),0 (0),8 (2),5 (2),318940
Icebox,TL,2,2 (2),0 (0),4 (4),9 (7),318940
Icebox,M8,0,4 (0),2 (0),3 (0),6 (2),318940
All Maps,TL,4,4 (4),0 (0),12 (10),16 (12),318940
All Maps,M8,0,8 (0),2 (0),11 (2),11 (4),318940
Bind,BBL,1,3 (1),2 (0),4 (3),13 (5),318941
Bind,FUT,1,3 (1),0 (0),4 (2),15 (10),318941
Icebox,BBL,0,3 (0),2 (0),5 (1),9 (5),318941
Icebox,FUT,2,2 (2),1 (0),3 (3),13 (8),318941
All Maps,BBL,1,6 (1),4 (0),9 (4),22 (10),318941
All Maps,FUT,3,5 (3),1 (0),7 (5),28 (18),318941
Ascent,FNC,1,3 (1),2 (0),7 (6),12 (6),341816
Ascent,TL,1,2 (1),3 (0),5 (1),14 (9),341816
Icebox,FNC,2,2 (2),0 (0),11 (6),13 (4),341816
Icebox,TL,0,3 (0),1 (0),6 (4),16 (10),341816
All Maps,FNC,1,3 (1),0 (0),2 (1),13 (11),341816
All Maps,TL,1,3 (1),2 (0),5 (2),8 (2),341816
Lotus,NAVI,0,4 (0),2 (1),5 (2),13 (8),341817
Lotus,TH,2,2 (2),2 (0),9 (4),11 (7),341817
Split,NAVI,1,3 (1),0 (0),9 (3),10 (5),341817
Split,TH,1,4 (2),0 (0),5 (1),13 (10),341817
All Maps,NAVI,1,7 (1),2 (1),14 (5),23 (13),341817
All Maps,TH,3,6 (4),2 (0),14 (5),24 (17),341817
Breeze,KC,1,3 (1),2 (0),5 (3),14 (7),341818
Breeze,FNC,1,3 (1),1 (0),4 (2),16 (10),341818
Bind,KC,1,3 (1),2 (0),4 (2),13 (6),341818
Bind,FNC,1,3 (1),0 (0),4 (3),15 (9),341818
All Maps,KC,2,6 (2),4 (0),9 (5),27 (13),341818
All Maps,FNC,2,6 (2),1 (0),8 (5),31 (19),341818
Lotus,FUT,2,2 (2),4 (1),5 (2),12 (5),341819
Lotus,TH,0,4 (1),2 (0),2 (1),15 (11),341819
Split,FUT,1,3 (1),1 (1),4 (2),20 (9),341819
Split,TH,1,3 (1),1 (0),7 (5),17 (9),341819
All Maps,FUT,3,5 (3),5 (2),9 (4),32 (14),341819
All Maps,TH,1,7 (2),3 (0),9 (6),32 (20),341819
Lotus,FNC,2,2 (2),1 (0),5 (2),20 (9),341820
Lotus,TH,0,4 (0),1 (1),3 (2),20 (12),341820
Breeze,FNC,0,4 (0),0 (0),8 (3),5 (1),341820
Breeze,TH,2,2 (2),0 (0),6 (4),9 (7),341820
All Maps,FNC,2,6 (2),1 (0),13 (5),25 (10),341820
All Maps,TH,2,6 (2),1 (1),9 (6),29 (19),341820
Icebox,KC,2,2 (2),2 (0),8 (1),4 (0),341822
Icebox,FUT,0,4 (1),0 (0),0 (0),12 (12),341822
Sunset,KC,2,2 (2),2 (0),9 (3),10 (5),341822
Sunset,FUT,0,4 (0),2 (1),3 (2),14 (10),341822
All Maps,KC,4,4 (4),4 (0),17 (4),14 (5),341822
All Maps,FUT,0,8 (1),2 (1),3 (2),26 (22),341822
Icebox,FNC,1,3 (1),0 (0),6 (3),15 (7),341823
Icebox,FUT,1,4 (1),2 (1),5 (2),13 (9),341823
Bind,FNC,1,3 (2),0 (0),3 (2),13 (9),341823
Bind,FUT,1,3 (1),2 (0),3 (0),11 (5),341823
Breeze,FNC,0,4 (0),1 (1),2 (2),17 (10),341823
Breeze,FUT,2,2 (2),0 (0),8 (2),14 (7),341823
Split,FNC,0,4 (0),0 (0),4 (2),18 (12),341823
Split,FUT,2,2 (2),1 (0),8 (4),15 (6),341823
All Maps,FNC,2,14 (3),1 (1),15 (9),63 (38),341823
All Maps,FUT,6,11 (6),5 (1),24 (8),53 (27),341823
Sunset,TH,2,2 (2),1 (0),7 (4),10 (7),341821
Sunset,FNC,0,4 (0),0 (0),4 (1),12 (6),341821
Bind,TH,1,3 (1),0 (0),2 (1),23 (13),341821
Bind,FNC,1,3 (1),0 (0),4 (3),21 (9),341821
Lotus,TH,1,3 (1),2 (1),6 (2),10 (4),341821
Lotus,FNC,1,3 (1),1 (0),4 (2),13 (10),341821
Split,TH,0,4 (0),1 (0),5 (1),8 (4),341821
Split,FNC,2,2 (2),0 (0),3 (3),13 (8),341821
in,TH,0,4 (1),1 (0),3 (0),13 (7),341821
in,FNC,2,2 (2),1 (0),6 (4),12 (7),341821
your,TH,4,16 (5),5 (1),23 (8),64 (35),341821
your,FNC,6,14 (6),2 (0),21 (13),71 (40),341821
