match_id,match_title,event,date,format,teams,score,maps_played,patch,pick_ban_info,tournament_name
459530,100 Thieves vs LOUD,VCT 2025: Americas Stage 1,2025-04-04 19:10:00,Bo3,100 Thieves vs LOUD,2 - 1,3,Patch 10.06,100T ban Lotus; LOUD ban Ascent; 100T pick Haven; LOUD pick Icebox; 100T ban Pearl; LOUD ban Fracture; Split remains,VCT 2025 Americas Stage 1_csvs
459531,2Game Esports vs VISA KRÜ(KRÜ Esports),VCT 2025: Americas Stage 1,2025-04-05 17:00:00,Bo3,2Game Esports vs VISA KRÜ(KRÜ Esports),1 - 2,3,Patch 10.06,KRÜ ban Haven; 2G ban Fracture; KRÜ pick Icebox; 2G pick Ascent; KRÜ ban Split; 2G ban Lotus; Pearl remains,VCT 2025 Americas Stage 1_csvs
459532,G2 Esports vs NRG,VCT 2025: Americas Stage 1,2025-04-05 20:10:00,Bo3,G2 Esports vs NRG,2 - 0,2,Patch 10.06,NRG ban Split; G2 ban Fracture; NRG pick Lotus; G2 pick Ascent; NRG ban Icebox; G2 ban Haven; Pearl remains,VCT 2025 Americas Stage 1_csvs
459533,FURIA vs LEVIATÁN,VCT 2025: Americas Stage 1,2025-04-06 17:00:00,Bo3,FURIA vs LEVIATÁN,0 - 2,2,Patch 10.06,FUR ban Fracture; LEV ban Lotus; FUR pick Ascent; LEV pick Pearl; FUR ban Icebox; LEV ban Split; Haven remains,VCT 2025 Americas Stage 1_csvs
459534,Cloud9 vs MIBR,VCT 2025: Americas Stage 1,2025-04-06 19:15:00,Bo3,Cloud9 vs MIBR,1 - 2,3,Patch 10.06,MIBR ban Fracture; C9 ban Icebox; MIBR pick Pearl; C9 pick Lotus; MIBR ban Split; C9 ban Ascent; Haven remains,VCT 2025 Americas Stage 1_csvs
459535,100 Thieves vs 2Game Esports,VCT 2025: Americas Stage 1,2025-04-11 17:00:00,Bo3,100 Thieves vs 2Game Esports,2 - 0,2,Patch 10.06,2G ban Fracture; 100T ban Lotus; 2G pick Ascent; 100T pick Icebox; 2G ban Haven; 100T ban Pearl; Split remains,VCT 2025 Americas Stage 1_csvs
459536,G2 Esports vs LEVIATÁN,VCT 2025: Americas Stage 1,2025-04-11 19:30:00,Bo3,G2 Esports vs LEVIATÁN,2 - 1,3,Patch 10.06,G2 ban Icebox; LEV ban Ascent; G2 pick Lotus; LEV pick Fracture; G2 ban Pearl; LEV ban Split; Haven remains,VCT 2025 Americas Stage 1_csvs
459537,FURIA vs Cloud9,VCT 2025: Americas Stage 1,2025-04-12 17:00:00,Bo3,FURIA vs Cloud9,0 - 2,2,Patch 10.06,FUR ban Fracture; C9 ban Haven; FUR pick Lotus; C9 pick Pearl; FUR ban Icebox; C9 ban Ascent; Split remains,VCT 2025 Americas Stage 1_csvs
459538,Sentinels vs LOUD,VCT 2025: Americas Stage 1,2025-04-12 19:25:00,Bo3,Sentinels vs LOUD,2 - 1,3,Patch 10.06,SEN ban Fracture; LOUD ban Pearl; SEN pick Split; LOUD pick Lotus; SEN ban Icebox; LOUD ban Ascent; Haven remains,VCT 2025 Americas Stage 1_csvs
459539,VISA KRÜ(KRÜ Esports) vs Evil Geniuses,VCT 2025: Americas Stage 1,2025-04-13 17:00:00,Bo3,VISA KRÜ(KRÜ Esports) vs Evil Geniuses,0 - 2,2,Patch 10.06,KRÜ ban Fracture; EG ban Icebox; KRÜ pick Lotus; EG pick Pearl; KRÜ ban Ascent; EG ban Haven; Split remains,VCT 2025 Americas Stage 1_csvs
459540,NRG vs MIBR,VCT 2025: Americas Stage 1,2025-04-13 19:10:00,Bo3,NRG vs MIBR,0 - 2,2,Patch 10.06,NRG ban Split; MIBR ban Fracture; NRG pick Haven; MIBR pick Icebox; NRG ban Lotus; MIBR ban Ascent; Pearl remains,VCT 2025 Americas Stage 1_csvs
459541,G2 Esports vs Cloud9,VCT 2025: Americas Stage 1,2025-04-18 17:00:00,Bo3,G2 Esports vs Cloud9,2 - 1,3,Patch 10.07,C9 ban Lotus; G2 ban Fracture; C9 pick Icebox; G2 pick Haven; C9 ban Split; G2 ban Ascent; Pearl remains,VCT 2025 Americas Stage 1_csvs
459542,MIBR vs FURIA,VCT 2025: Americas Stage 1,2025-04-18 20:00:00,Bo3,MIBR vs FURIA,2 - 1,3,Patch 10.07,MIBR ban Fracture; FUR ban Pearl; MIBR pick Icebox; FUR pick Ascent; MIBR ban Lotus; FUR ban Haven; Split remains,VCT 2025 Americas Stage 1_csvs
459543,Sentinels vs 2Game Esports,VCT 2025: Americas Stage 1,2025-04-19 17:00:00,Bo3,Sentinels vs 2Game Esports,2 - 0,2,Patch 10.07,2G ban Fracture; SEN ban Ascent; 2G pick Haven; SEN pick Pearl; 2G ban Lotus; SEN ban Icebox; Split remains,VCT 2025 Americas Stage 1_csvs
459544,VISA KRÜ(KRÜ Esports) vs 100 Thieves,VCT 2025: Americas Stage 1,2025-04-19 19:10:00,Bo3,VISA KRÜ(KRÜ Esports) vs 100 Thieves,2 - 0,2,Patch 10.07,100T ban Lotus; KRÜ ban Haven; 100T pick Fracture; KRÜ pick Icebox; 100T ban Pearl; KRÜ ban Ascent; Split remains,VCT 2025 Americas Stage 1_csvs
459545,Evil Geniuses vs LOUD,VCT 2025: Americas Stage 1,2025-04-20 17:00:00,Bo3,Evil Geniuses vs LOUD,2 - 1,3,Patch 10.07,LOUD ban Ascent; EG ban Haven; LOUD pick Lotus; EG pick Pearl; LOUD ban Fracture; EG ban Icebox; Split remains,VCT 2025 Americas Stage 1_csvs
459546,LEVIATÁN vs NRG,VCT 2025: Americas Stage 1,2025-04-20 21:00:00,Bo3,LEVIATÁN vs NRG,0 - 2,2,Patch 10.07,NRG ban Split; LEV ban Pearl; NRG pick Fracture; LEV pick Icebox; NRG ban Haven; LEV ban Ascent; Lotus remains,VCT 2025 Americas Stage 1_csvs
475897,MIBR vs 100 Thieves,VCT 2025: Americas Stage 1,2025-04-24 17:00:00,Bo3,MIBR vs 100 Thieves,2 - 0,2,Patch 10.07,100T ban Lotus; MIBR ban Fracture; 100T pick Split; MIBR pick Icebox; 100T ban Pearl; MIBR ban Ascent; Haven remains,VCT 2025 Americas Stage 1_csvs
475898,Sentinels vs Cloud9,VCT 2025: Americas Stage 1,2025-04-24 19:15:00,Bo3,Sentinels vs Cloud9,2 - 0,2,Patch 10.07,C9 ban Split; SEN ban Fracture; C9 pick Ascent; SEN pick Pearl; C9 ban Haven; SEN ban Lotus; Icebox remains,VCT 2025 Americas Stage 1_csvs
475903,100 Thieves vs NRG,VCT 2025: Americas Stage 1,2025-04-25 17:00:00,Bo3,100 Thieves vs NRG,2 - 0,2,Patch 10.07,100T ban Lotus; NRG ban Split; 100T pick Fracture; NRG pick Haven; 100T ban Pearl; NRG ban Ascent; Icebox remains,VCT 2025 Americas Stage 1_csvs
475904,Cloud9 vs Evil Geniuses,VCT 2025: Americas Stage 1,2025-04-25 19:15:00,Bo3,Cloud9 vs Evil Geniuses,0 - 2,2,Patch 10.07,EG ban Haven; C9 ban Lotus; EG pick Fracture; C9 pick Icebox; EG ban Ascent; C9 ban Pearl; Split remains,VCT 2025 Americas Stage 1_csvs
475899,VISA KRÜ(KRÜ Esports) vs MIBR,VCT 2025: Americas Stage 1,2025-04-26 17:00:00,Bo3,VISA KRÜ(KRÜ Esports) vs MIBR,0 - 2,2,Patch 10.07,KRÜ ban Pearl; MIBR ban Fracture; KRÜ pick Lotus; MIBR pick Icebox; KRÜ ban Haven; MIBR ban Split; Ascent remains,VCT 2025 Americas Stage 1_csvs
475900,G2 Esports vs Sentinels,VCT 2025: Americas Stage 1,2025-04-26 19:05:00,Bo3,G2 Esports vs Sentinels,1 - 2,3,Patch 10.07,SEN ban Fracture; G2 ban Haven; SEN pick Split; G2 pick Icebox; SEN ban Lotus; G2 ban Pearl; Ascent remains,VCT 2025 Americas Stage 1_csvs
475906,VISA KRÜ(KRÜ Esports) vs Evil Geniuses,VCT 2025: Americas Stage 1,2025-04-27 17:00:00,Bo3,VISA KRÜ(KRÜ Esports) vs Evil Geniuses,0 - 2,2,Patch 10.07,EG ban Haven; KRÜ ban Pearl; EG pick Lotus; KRÜ pick Icebox; EG ban Ascent; KRÜ ban Fracture; Split remains,VCT 2025 Americas Stage 1_csvs
475905,G2 Esports vs 100 Thieves,VCT 2025: Americas Stage 1,2025-04-27 19:40:00,Bo3,G2 Esports vs 100 Thieves,2 - 1,3,Patch 10.07,100T ban Lotus; G2 ban Fracture; 100T pick Haven; G2 pick Split; 100T ban Ascent; G2 ban Icebox; Pearl remains,VCT 2025 Americas Stage 1_csvs
475901,MIBR vs Sentinels,VCT 2025: Americas Stage 1,2025-05-02 17:00:00,Bo3,MIBR vs Sentinels,0 - 2,2,Patch 10.07,MIBR ban Pearl; SEN ban Icebox; MIBR pick Lotus; SEN pick Split; MIBR ban Ascent; SEN ban Fracture; Haven remains,VCT 2025 Americas Stage 1_csvs
475907,G2 Esports vs Evil Geniuses,VCT 2025: Americas Stage 1,2025-05-02 19:50:00,Bo3,G2 Esports vs Evil Geniuses,2 - 1,3,Patch 10.07,EG ban Haven; G2 ban Fracture; EG pick Lotus; G2 pick Split; EG ban Icebox; G2 ban Ascent; Pearl remains,VCT 2025 Americas Stage 1_csvs
475908,MIBR vs G2 Esports,VCT 2025: Americas Stage 1,2025-05-03 17:00:00,Bo5,MIBR vs G2 Esports,1 - 3,4,Patch 10.07,MIBR ban Pearl; G2 ban Icebox; MIBR pick Haven; G2 pick Lotus; MIBR pick Split; G2 pick Ascent; Fracture remains,VCT 2025 Americas Stage 1_csvs
475902,Sentinels vs G2 Esports,VCT 2025: Americas Stage 1,2025-05-04 17:00:00,Bo5,Sentinels vs G2 Esports,1 - 3,4,Patch 10.07,SEN ban Fracture; SEN ban Lotus; SEN pick Haven; G2 pick Split; SEN pick Pearl; G2 pick Ascent; Icebox remains,VCT 2025 Americas Stage 1_csvs
509801,Cloud9 vs FURIA,VCT 2025: Americas Stage 2,2025-07-18 17:00:00,Bo3,Cloud9 vs FURIA,2 - 0,2,Patch 11.0,FUR ban Lotus; C9 ban Icebox; FUR pick Haven; C9 pick Bind; FUR ban Sunset; C9 ban Ascent; Corrode remains,VCT 2025 Americas Stage 2_csvs
509802,LEVIATÁN vs LOUD,VCT 2025: Americas Stage 2,2025-07-18 19:10:00,Bo3,LEVIATÁN vs LOUD,1 - 2,3,Patch 11.0,LEV ban Corrode; LOUD ban Lotus; LEV pick Bind; LOUD pick Ascent; LEV ban Sunset; LOUD ban Haven; Icebox remains,VCT 2025 Americas Stage 2_csvs
509803,Evil Geniuses vs 2Game Esports,VCT 2025: Americas Stage 2,2025-07-19 17:00:00,Bo3,Evil Geniuses vs 2Game Esports,2 - 1,3,Patch 11.0,2G ban Icebox; EG ban Corrode; 2G pick Sunset; EG pick Lotus; 2G ban Bind; EG ban Haven; Ascent remains,VCT 2025 Americas Stage 2_csvs
509804,MIBR vs VISA KRÜ(KRÜ Esports),VCT 2025: Americas Stage 2,2025-07-19 20:25:00,Bo3,MIBR vs VISA KRÜ(KRÜ Esports),1 - 2,3,Patch 11.0,KRÜ ban Icebox; MIBR ban Bind; KRÜ pick Corrode; MIBR pick Ascent; KRÜ ban Lotus; MIBR ban Sunset; Haven remains,VCT 2025 Americas Stage 2_csvs
509805,100 Thieves vs NRG,VCT 2025: Americas Stage 2,2025-07-20 17:00:00,Bo3,100 Thieves vs NRG,2 - 0,2,Patch 11.0,100T ban Lotus; NRG ban Haven; 100T pick Bind; NRG pick Sunset; 100T ban Icebox; NRG ban Ascent; Corrode remains,VCT 2025 Americas Stage 2_csvs
509806,Sentinels vs G2 Esports,VCT 2025: Americas Stage 2,2025-07-20 19:00:00,Bo3,Sentinels vs G2 Esports,2 - 1,3,Patch 11.0,SEN ban Bind; G2 ban Sunset; SEN pick Corrode; G2 pick Ascent; SEN ban Icebox; G2 ban Haven; Lotus remains,VCT 2025 Americas Stage 2_csvs
509807,2Game Esports vs G2 Esports,VCT 2025: Americas Stage 2,2025-07-25 17:00:00,Bo3,2Game Esports vs G2 Esports,0 - 2,2,Patch 11.0,2G ban Icebox; G2 ban Sunset; 2G pick Ascent; G2 pick Haven; 2G ban Corrode; G2 ban Bind; Lotus remains,VCT 2025 Americas Stage 2_csvs
509808,FURIA vs Sentinels,VCT 2025: Americas Stage 2,2025-07-25 19:10:00,Bo3,FURIA vs Sentinels,0 - 2,2,Patch 11.0,SEN ban Ascent; FUR ban Lotus; SEN pick Sunset; FUR pick Icebox; SEN ban Bind; FUR ban Haven; Corrode remains,VCT 2025 Americas Stage 2_csvs
509809,100 Thieves vs VISA KRÜ(KRÜ Esports),VCT 2025: Americas Stage 2,2025-07-26 17:00:00,Bo3,100 Thieves vs VISA KRÜ(KRÜ Esports),2 - 0,2,Patch 11.0,KRÜ ban Haven; 100T ban Lotus; KRÜ pick Corrode; 100T pick Bind; KRÜ ban Icebox; 100T ban Ascent; Sunset remains,VCT 2025 Americas Stage 2_csvs
509810,NRG vs LOUD,VCT 2025: Americas Stage 2,2025-07-26 19:00:00,Bo3,NRG vs LOUD,2 - 0,2,Patch 11.0,LOUD ban Lotus; NRG ban Sunset; LOUD pick Haven; NRG pick Corrode; LOUD ban Icebox; NRG ban Ascent; Bind remains,VCT 2025 Americas Stage 2_csvs
509811,Cloud9 vs Evil Geniuses,VCT 2025: Americas Stage 2,2025-07-27 17:00:00,Bo3,Cloud9 vs Evil Geniuses,2 - 0,2,Patch 11.0,EG ban Sunset; C9 ban Icebox; EG pick Lotus; C9 pick Haven; EG ban Corrode; C9 ban Ascent; Bind remains,VCT 2025 Americas Stage 2_csvs
509812,MIBR vs LEVIATÁN,VCT 2025: Americas Stage 2,2025-07-27 19:25:00,Bo3,MIBR vs LEVIATÁN,0 - 2,2,Patch 11.0,MIBR ban Ascent; LEV ban Icebox; MIBR pick Lotus; LEV pick Sunset; MIBR ban Haven; LEV ban Corrode; Bind remains,VCT 2025 Americas Stage 2_csvs
509813,2Game Esports vs FURIA,VCT 2025: Americas Stage 2,2025-08-01 17:00:00,Bo3,2Game Esports vs FURIA,2 - 1,3,Patch 11.0,FUR ban Lotus; 2G ban Icebox; FUR pick Corrode; 2G pick Sunset; FUR ban Haven; 2G ban Bind; Ascent remains,VCT 2025 Americas Stage 2_csvs
509814,LEVIATÁN vs NRG,VCT 2025: Americas Stage 2,2025-08-01 20:05:00,Bo3,LEVIATÁN vs NRG,1 - 2,3,Patch 11.0,NRG ban Sunset; LEV ban Corrode; NRG pick Lotus; LEV pick Haven; NRG ban Bind; LEV ban Ascent; Icebox remains,VCT 2025 Americas Stage 2_csvs
509815,Sentinels vs Cloud9,VCT 2025: Americas Stage 2,2025-08-02 17:00:00,Bo3,Sentinels vs Cloud9,2 - 0,2,Patch 11.0,SEN ban Ascent; C9 ban Sunset; SEN pick Lotus; C9 pick Haven; SEN ban Bind; C9 ban Icebox; Corrode remains,VCT 2025 Americas Stage 2_csvs
509816,MIBR vs 100 Thieves,VCT 2025: Americas Stage 2,2025-08-02 19:15:00,Bo3,MIBR vs 100 Thieves,2 - 0,2,Patch 11.0,MIBR ban Ascent; 100T ban Lotus; MIBR pick Icebox; 100T pick Bind; MIBR ban Sunset; 100T ban Corrode; Haven remains,VCT 2025 Americas Stage 2_csvs
509817,G2 Esports vs Evil Geniuses,VCT 2025: Americas Stage 2,2025-08-03 17:00:00,Bo3,G2 Esports vs Evil Geniuses,2 - 1,3,Patch 11.0,G2 ban Lotus; EG ban Sunset; G2 pick Corrode; EG pick Haven; G2 ban Bind; EG ban Icebox; Ascent remains,VCT 2025 Americas Stage 2_csvs
509818,LOUD vs VISA KRÜ(KRÜ Esports),VCT 2025: Americas Stage 2,2025-08-03 20:15:00,Bo3,LOUD vs VISA KRÜ(KRÜ Esports),1 - 2,3,Patch 11.0,LOUD ban Lotus; KRÜ ban Sunset; LOUD pick Haven; KRÜ pick Bind; LOUD ban Icebox; KRÜ ban Corrode; Ascent remains,VCT 2025 Americas Stage 2_csvs
509819,Cloud9 vs 2Game Esports,VCT 2025: Americas Stage 2,2025-08-08 17:00:00,Bo3,Cloud9 vs 2Game Esports,2 - 0,2,Patch 11.0,C9 ban Sunset; 2G ban Icebox; C9 pick Bind; 2G pick Lotus; C9 ban Haven; 2G ban Corrode; Ascent remains,VCT 2025 Americas Stage 2_csvs
509820,MIBR vs NRG,VCT 2025: Americas Stage 2,2025-08-08 19:00:00,Bo3,MIBR vs NRG,0 - 2,2,Patch 11.0,NRG ban Icebox; MIBR ban Corrode; NRG pick Lotus; MIBR pick Bind; NRG ban Sunset; MIBR ban Ascent; Haven remains,VCT 2025 Americas Stage 2_csvs
509821,Sentinels vs Evil Geniuses,VCT 2025: Americas Stage 2,2025-08-09 17:00:00,Bo3,Sentinels vs Evil Geniuses,2 - 0,2,Patch 11.0,SEN ban Ascent; EG ban Sunset; SEN pick Lotus; EG pick Corrode; SEN ban Icebox; EG ban Haven; Bind remains,VCT 2025 Americas Stage 2_csvs
509822,LEVIATÁN vs VISA KRÜ(KRÜ Esports),VCT 2025: Americas Stage 2,2025-08-09 19:15:00,Bo3,LEVIATÁN vs VISA KRÜ(KRÜ Esports),2 - 1,3,Patch 11.0,LEV ban Icebox; KRÜ ban Sunset; LEV pick Bind; KRÜ pick Haven; LEV ban Corrode; KRÜ ban Lotus; Ascent remains,VCT 2025 Americas Stage 2_csvs
509823,FURIA vs G2 Esports,VCT 2025: Americas Stage 2,2025-08-10 17:00:00,Bo3,FURIA vs G2 Esports,0 - 2,2,Patch 11.0,FUR ban Lotus; G2 ban Icebox; FUR pick Corrode; G2 pick Ascent; FUR ban Haven; G2 ban Bind; Sunset remains,VCT 2025 Americas Stage 2_csvs
509824,LOUD vs 100 Thieves,VCT 2025: Americas Stage 2,2025-08-10 19:00:00,Bo3,LOUD vs 100 Thieves,1 - 2,3,Patch 11.0,LOUD ban Haven; 100T ban Icebox; LOUD pick Sunset; 100T pick Bind; LOUD ban Corrode; 100T ban Ascent; Lotus remains,VCT 2025 Americas Stage 2_csvs
509825,VISA KRÜ(KRÜ Esports) vs NRG,VCT 2025: Americas Stage 2,2025-08-15 17:00:00,Bo3,VISA KRÜ(KRÜ Esports) vs NRG,1 - 2,3,Patch 11.0,KRÜ ban Icebox; NRG ban Bind; KRÜ pick Sunset; NRG pick Lotus; KRÜ ban Corrode; NRG ban Ascent; Haven remains,VCT 2025 Americas Stage 2_csvs
509826,100 Thieves vs LEVIATÁN,VCT 2025: Americas Stage 2,2025-08-15 20:05:00,Bo3,100 Thieves vs LEVIATÁN,1 - 2,3,Patch 11.0,100T ban Icebox; LEV ban Bind; 100T pick Haven; LEV pick Sunset; 100T ban Ascent; LEV ban Corrode; Lotus remains,VCT 2025 Americas Stage 2_csvs
509827,FURIA vs Evil Geniuses,VCT 2025: Americas Stage 2,2025-08-16 17:00:00,Bo3,FURIA vs Evil Geniuses,0 - 2,2,Patch 11.0,EG ban Sunset; FUR ban Lotus; EG pick Corrode; FUR pick Ascent; EG ban Haven; FUR ban Bind; Icebox remains,VCT 2025 Americas Stage 2_csvs
509829,2Game Esports vs Sentinels,VCT 2025: Americas Stage 2,2025-08-16 19:20:00,Bo3,2Game Esports vs Sentinels,1 - 2,3,Patch 11.0,2G ban Icebox; SEN ban Ascent; 2G pick Sunset; SEN pick Lotus; 2G ban Corrode; SEN ban Bind; Haven remains,VCT 2025 Americas Stage 2_csvs
509830,G2 Esports vs Cloud9,VCT 2025: Americas Stage 2,2025-08-17 17:00:00,Bo3,G2 Esports vs Cloud9,2 - 0,2,Patch 11.0,G2 ban Bind; C9 ban Corrode; G2 pick Ascent; C9 pick Lotus; G2 ban Icebox; C9 ban Sunset; Haven remains,VCT 2025 Americas Stage 2_csvs
509831,MIBR vs LOUD,VCT 2025: Americas Stage 2,2025-08-17 19:30:00,Bo3,MIBR vs LOUD,2 - 0,2,Patch 11.0,MIBR ban Corrode; LOUD ban Haven; MIBR pick Icebox; LOUD pick Sunset; MIBR ban Ascent; LOUD ban Bind; Lotus remains,VCT 2025 Americas Stage 2_csvs
530902,LEVIATÁN vs Cloud9,VCT 2025: Americas Stage 2,2025-08-21 17:00:00,Bo3,LEVIATÁN vs Cloud9,1 - 2,3,Patch 11.0,C9 ban Sunset; LEV ban Bind; C9 pick Corrode; LEV pick Haven; C9 ban Ascent; LEV ban Icebox; Lotus remains,VCT 2025 Americas Stage 2_csvs
530903,G2 Esports vs 100 Thieves,VCT 2025: Americas Stage 2,2025-08-21 20:45:00,Bo3,G2 Esports vs 100 Thieves,2 - 0,2,Patch 11.0,100T ban Lotus; G2 ban Bind; 100T pick Sunset; G2 pick Haven; 100T ban Ascent; G2 ban Icebox; Corrode remains,VCT 2025 Americas Stage 2_csvs
530906,Sentinels vs Cloud9,VCT 2025: Americas Stage 2,2025-08-22 17:00:00,Bo3,Sentinels vs Cloud9,2 - 1,3,Patch 11.0,SEN ban Ascent; C9 ban Sunset; SEN pick Corrode; C9 pick Icebox; SEN ban Bind; C9 ban Haven; Lotus remains,VCT 2025 Americas Stage 2_csvs
530907,NRG vs G2 Esports,VCT 2025: Americas Stage 2,2025-08-22 20:35:00,Bo3,NRG vs G2 Esports,1 - 2,3,Patch 11.0,NRG ban Ascent; G2 ban Icebox; NRG pick Corrode; G2 pick Sunset; NRG ban Lotus; G2 ban Haven; Bind remains,VCT 2025 Americas Stage 2_csvs
530904,LEVIATÁN vs VISA KRÜ(KRÜ Esports),VCT 2025: Americas Stage 2,2025-08-23 17:00:00,Bo3,LEVIATÁN vs VISA KRÜ(KRÜ Esports),2 - 1,3,Patch 11.0,LEV ban Bind; KRÜ ban Icebox; LEV pick Lotus; KRÜ pick Sunset; LEV ban Corrode; KRÜ ban Ascent; Haven remains,VCT 2025 Americas Stage 2_csvs
530905,100 Thieves vs Evil Geniuses,VCT 2025: Americas Stage 2,2025-08-23 20:25:00,Bo3,100 Thieves vs Evil Geniuses,2 - 0,2,Patch 11.0,100T ban Lotus; EG ban Sunset; 100T pick Bind; EG pick Corrode; 100T ban Icebox; EG ban Haven; Ascent remains,VCT 2025 Americas Stage 2_csvs
530908,NRG vs LEVIATÁN,VCT 2025: Americas Stage 2,2025-08-24 17:00:00,Bo3,NRG vs LEVIATÁN,2 - 0,2,Patch 11.0,LEV ban Corrode; NRG ban Bind; LEV pick Ascent; NRG pick Icebox; LEV ban Lotus; NRG ban Sunset; Haven remains,VCT 2025 Americas Stage 2_csvs
530909,Cloud9 vs 100 Thieves,VCT 2025: Americas Stage 2,2025-08-24 18:50:00,Bo3,Cloud9 vs 100 Thieves,2 - 0,2,Patch 11.0,100T ban Lotus; C9 ban Bind; 100T pick Haven; C9 pick Icebox; 100T ban Ascent; C9 ban Sunset; Corrode remains,VCT 2025 Americas Stage 2_csvs
530910,Sentinels vs G2 Esports,VCT 2025: Americas Stage 2,2025-08-29 17:00:00,Bo3,Sentinels vs G2 Esports,0 - 2,2,Patch 11.0,G2 ban Corrode; SEN ban Ascent; G2 pick Bind; SEN pick Sunset; G2 ban Lotus; SEN ban Icebox; Haven remains,VCT 2025 Americas Stage 2_csvs
530911,NRG vs Cloud9,VCT 2025: Americas Stage 2,2025-08-29 19:30:00,Bo3,NRG vs Cloud9,2 - 1,3,Patch 11.0,NRG ban Bind; C9 ban Icebox; NRG pick Haven; C9 pick Corrode; NRG ban Sunset; C9 ban Ascent; Lotus remains,VCT 2025 Americas Stage 2_csvs
536985,Team Alpha vs Team Omega,VCT 2025: Americas Stage 2,2025-08-30 17:00:00,Bo1,Team Alpha vs Team Omega,1 - 0,1,Patch 11.0,,VCT 2025 Americas Stage 2_csvs
530912,Sentinels vs NRG,VCT 2025: Americas Stage 2,2025-08-30 18:00:00,Bo5,Sentinels vs NRG,1 - 3,4,Patch 11.0,SEN ban Ascent; NRG ban Bind; SEN pick Lotus; NRG pick Icebox; SEN pick Sunset; NRG pick Corrode; Haven remains,VCT 2025 Americas Stage 2_csvs
530913,G2 Esports vs NRG,VCT 2025: Americas Stage 2,2025-08-31 17:00:00,Bo5,G2 Esports vs NRG,3 - 0,3,Patch 11.0,G2 ban Corrode; G2 ban Icebox; G2 pick Bind; NRG pick Lotus; G2 pick Ascent; NRG pick Haven; Sunset remains,VCT 2025 Americas Stage 2_csvs
430838,TYLOO vs Titan Esports Club,VCT 2025: China Kickoff,2025-01-11 04:00:00,Bo3,TYLOO vs Titan Esports Club,0 - 2,2,,TEC ban Split; TYL ban Lotus; TEC pick Fracture; TYL pick Abyss; TEC ban Bind; TYL ban Haven; Pearl remains,VCT 2025 China Kickoff_csvs
430837,Xi Lai Gaming vs Wolves Esports,VCT 2025: China Kickoff,2025-01-11 06:35:00,Bo3,Xi Lai Gaming vs Wolves Esports,2 - 0,2,,XLG ban Fracture; WOL ban Bind; XLG pick Lotus; WOL pick Split; XLG ban Pearl; WOL ban Haven; Abyss remains,VCT 2025 China Kickoff_csvs
430839,JD Mall JDG Esports(JDG Esports) vs Dragon Ranger Gaming,VCT 2025: China Kickoff,2025-01-12 04:00:00,Bo3,JD Mall JDG Esports(JDG Esports) vs Dragon Ranger Gaming,1 - 2,3,,JDG ban Lotus; DRG ban Fracture; JDG pick Abyss; DRG pick Haven; JDG ban Split; DRG ban Pearl; Bind remains,VCT 2025 China Kickoff_csvs
430840,All Gamers vs Nova Esports,VCT 2025: China Kickoff,2025-01-12 07:25:00,Bo3,All Gamers vs Nova Esports,0 - 2,2,,NOVA ban Haven; AG ban Fracture; NOVA pick Abyss; AG pick Bind; NOVA ban Lotus; AG ban Pearl; Split remains,VCT 2025 China Kickoff_csvs
430842,FunPlus Phoenix vs Titan Esports Club,VCT 2025: China Kickoff,2025-01-16 04:00:00,Bo3,FunPlus Phoenix vs Titan Esports Club,2 - 1,3,,TEC ban Lotus; FPX ban Split; TEC pick Abyss; FPX pick Fracture; TEC ban Haven; FPX ban Bind; Pearl remains,VCT 2025 China Kickoff_csvs
430841,Bilibili Gaming vs Xi Lai Gaming,VCT 2025: China Kickoff,2025-01-16 07:20:00,Bo3,Bilibili Gaming vs Xi Lai Gaming,2 - 1,3,,XLG ban Fracture; BLG ban Bind; XLG pick Haven; BLG pick Lotus; XLG ban Pearl; BLG ban Split; Abyss remains,VCT 2025 China Kickoff_csvs
430843,Trace Esports vs Dragon Ranger Gaming,VCT 2025: China Kickoff,2025-01-17 04:00:00,Bo3,Trace Esports vs Dragon Ranger Gaming,2 - 0,2,,TE ban Haven; DRG ban Fracture; TE pick Pearl; DRG pick Abyss; TE ban Split; DRG ban Lotus; Bind remains,VCT 2025 China Kickoff_csvs
430844,EDward Gaming vs Nova Esports,VCT 2025: China Kickoff,2025-01-17 06:10:00,Bo3,EDward Gaming vs Nova Esports,2 - 0,2,,NOVA ban Haven; EDG ban Abyss; NOVA pick Split; EDG pick Fracture; NOVA ban Pearl; EDG ban Lotus; Bind remains,VCT 2025 China Kickoff_csvs
430851,Titan Esports Club vs JD Mall JDG Esports(JDG Esports),VCT 2025: China Kickoff,2025-01-18 04:00:00,Bo3,Titan Esports Club vs JD Mall JDG Esports(JDG Esports),0 - 2,2,,JDG ban Lotus; TEC ban Split; JDG pick Fracture; TEC pick Abyss; JDG ban Bind; TEC ban Haven; Pearl remains,VCT 2025 China Kickoff_csvs
430853,Xi Lai Gaming vs All Gamers,VCT 2025: China Kickoff,2025-01-18 06:20:00,Bo3,Xi Lai Gaming vs All Gamers,2 - 1,3,,AG ban Haven; XLG ban Fracture; AG pick Abyss; XLG pick Bind; AG ban Pearl; XLG ban Split; Lotus remains,VCT 2025 China Kickoff_csvs
