agent_name,total_utilization,map_utilizations,Split,Abyss,Pearl,Lotus,Bind,Haven,Fracture,Icebox,Ascent,Corrode,Sunset,tournament_name
Breach,5.0,,,,,5.0,0.0,0.0,,0.0,0.0,0.0,33.0,VCT 2025 Pacific Stage 2_csvs
Iso,4.0,,,,,0.0,0.0,9.0,,8.0,0.0,9.0,0.0,VCT 2025 Pacific Stage 2_csvs
Harbor,2.0,,,,,0.0,0.0,0.0,,15.0,0.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Tejo,2.0,,,,,3.0,4.0,0.0,,0.0,8.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Skye,2.0,,,,,0.0,14.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Clove,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,VCT 2025 Pacific Stage 2_csvs
Phoenix,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Reyna,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,VCT 2025 Pacific Stage 2_csvs
Omen,62.0,"{'Lotus': 100.0, 'Bind': 13.0, 'Sunset': 93.0, 'Abyss': 50.0, 'Icebox': 0.0, 'Haven': 100.0, 'Ascent': 88.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Sova,52.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 75.0, 'Abyss': 96.0, 'Icebox': 92.0, 'Haven': 89.0, 'Ascent': 100.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Viper,50.0,"{'Lotus': 68.0, 'Bind': 90.0, 'Sunset': 0.0, 'Abyss': 21.0, 'Icebox': 100.0, 'Haven': 17.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Cypher,42.0,"{'Lotus': 18.0, 'Bind': 17.0, 'Sunset': 93.0, 'Abyss': 75.0, 'Icebox': 0.0, 'Haven': 78.0, 'Ascent': 38.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Raze,41.0,"{'Lotus': 75.0, 'Bind': 87.0, 'Sunset': 46.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 6.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Fade,34.0,"{'Lotus': 90.0, 'Bind': 63.0, 'Sunset': 11.0, 'Abyss': 4.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Killjoy,33.0,"{'Lotus': 53.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 13.0, 'Icebox': 100.0, 'Haven': 22.0, 'Ascent': 50.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Jett,29.0,"{'Lotus': 8.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 79.0, 'Icebox': 71.0, 'Haven': 22.0, 'Ascent': 88.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Gekko,27.0,"{'Lotus': 5.0, 'Bind': 73.0, 'Sunset': 14.0, 'Abyss': 29.0, 'Icebox': 42.0, 'Haven': 6.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Breach,24.0,"{'Lotus': 33.0, 'Bind': 0.0, 'Sunset': 57.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 67.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Neon,22.0,"{'Lotus': 20.0, 'Bind': 3.0, 'Sunset': 54.0, 'Abyss': 0.0, 'Icebox': 17.0, 'Haven': 50.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Kayo,20.0,"{'Lotus': 3.0, 'Bind': 0.0, 'Sunset': 39.0, 'Abyss': 38.0, 'Icebox': 33.0, 'Haven': 0.0, 'Ascent': 63.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Brimstone,13.0,"{'Lotus': 0.0, 'Bind': 73.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Astra,12.0,"{'Lotus': 3.0, 'Bind': 13.0, 'Sunset': 7.0, 'Abyss': 58.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Yoru,8.0,"{'Lotus': 0.0, 'Bind': 13.0, 'Sunset': 0.0, 'Abyss': 21.0, 'Icebox': 0.0, 'Haven': 22.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Skye,8.0,"{'Lotus': 3.0, 'Bind': 37.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 6.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Harbor,7.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 17.0, 'Icebox': 33.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Deadlock,5.0,"{'Lotus': 3.0, 'Bind': 10.0, 'Sunset': 4.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 38.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Sage,4.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 7.0, 'Abyss': 0.0, 'Icebox': 13.0, 'Haven': 6.0, 'Ascent': 13.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Clove,4.0,"{'Lotus': 15.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 13.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Chamber,3.0,"{'Lotus': 8.0, 'Bind': 7.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Iso,1.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 11.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Phoenix,1.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 13.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Reyna,0.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Tejo,0.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Vyse,0.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Waylay,0.0,"{'Lotus': 0.0, 'Bind': 0.0, 'Sunset': 0.0, 'Abyss': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Valorant Champions 2024_csvs
Omen,80.0,,,68.0,,100.0,0.0,100.0,,,100.0,85.0,100.0,Valorant Champions 2025_csvs
Sova,53.0,,,100.0,,0.0,0.0,95.0,,,100.0,35.0,73.0,Valorant Champions 2025_csvs
Yoru,53.0,,,50.0,,56.0,77.0,30.0,,,68.0,46.0,41.0,Valorant Champions 2025_csvs
Viper,43.0,,,0.0,,47.0,95.0,65.0,,,0.0,77.0,23.0,Valorant Champions 2025_csvs
Fade,43.0,,,0.0,,94.0,77.0,5.0,,,0.0,65.0,27.0,Valorant Champions 2025_csvs
Vyse,30.0,,,18.0,,53.0,0.0,5.0,,,68.0,42.0,9.0,Valorant Champions 2025_csvs
Cypher,30.0,,,61.0,,11.0,0.0,30.0,,,32.0,4.0,82.0,Valorant Champions 2025_csvs
Waylay,26.0,,,32.0,,14.0,32.0,20.0,,,14.0,54.0,14.0,Valorant Champions 2025_csvs
Neon,22.0,,,4.0,,8.0,0.0,70.0,,,0.0,23.0,68.0,Valorant Champions 2025_csvs
Raze,22.0,,,0.0,,61.0,45.0,0.0,,,0.0,8.0,18.0,Valorant Champions 2025_csvs
Kayo,14.0,,,36.0,,0.0,0.0,0.0,,,32.0,31.0,0.0,Valorant Champions 2025_csvs
Astra,12.0,,,43.0,,0.0,23.0,0.0,,,0.0,15.0,0.0,Valorant Champions 2025_csvs
Jett,11.0,,,39.0,,0.0,0.0,0.0,,,41.0,0.0,0.0,Valorant Champions 2025_csvs
Breach,10.0,,,14.0,,6.0,0.0,15.0,,,0.0,0.0,36.0,Valorant Champions 2025_csvs
Brimstone,10.0,,,0.0,,0.0,77.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Killjoy,9.0,,,0.0,,8.0,0.0,65.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Tejo,9.0,,,7.0,,14.0,23.0,0.0,,,5.0,8.0,0.0,Valorant Champions 2025_csvs
Sage,7.0,,,4.0,,3.0,0.0,0.0,,,36.0,4.0,9.0,Valorant Champions 2025_csvs
Deadlock,6.0,,,4.0,,14.0,14.0,0.0,,,0.0,4.0,0.0,Valorant Champions 2025_csvs
Chamber,3.0,,,4.0,,11.0,0.0,0.0,,,5.0,0.0,0.0,Valorant Champions 2025_csvs
Harbor,3.0,,,18.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Gekko,3.0,,,0.0,,0.0,23.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Skye,2.0,,,0.0,,0.0,14.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Iso,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Phoenix,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Reyna,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Clove,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,Valorant Champions 2025_csvs
Tejo,56.0,,50.0,50.0,40.0,44.0,71.0,50.0,100.0,,,,,Valorant Masters Bangkok 2025_csvs
Omen,54.0,,93.0,63.0,0.0,100.0,0.0,75.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Yoru,46.0,,57.0,38.0,100.0,39.0,14.0,67.0,13.0,,,,,Valorant Masters Bangkok 2025_csvs
Breach,45.0,,64.0,38.0,0.0,50.0,14.0,58.0,100.0,,,,,Valorant Masters Bangkok 2025_csvs
Raze,39.0,,50.0,0.0,0.0,50.0,86.0,0.0,63.0,,,,,Valorant Masters Bangkok 2025_csvs
Viper,36.0,,93.0,0.0,0.0,61.0,43.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Vyse,33.0,,0.0,0.0,70.0,33.0,50.0,25.0,63.0,,,,,Valorant Masters Bangkok 2025_csvs
Brimstone,26.0,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,,,Valorant Masters Bangkok 2025_csvs
Cypher,26.0,,7.0,25.0,0.0,33.0,7.0,75.0,38.0,,,,,Valorant Masters Bangkok 2025_csvs
Fade,26.0,,50.0,13.0,40.0,39.0,21.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Sova,25.0,,0.0,75.0,60.0,17.0,0.0,50.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Astra,23.0,,7.0,63.0,100.0,0.0,0.0,25.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Jett,17.0,,29.0,63.0,0.0,0.0,0.0,42.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Kayo,11.0,,0.0,38.0,0.0,0.0,43.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Neon,8.0,,0.0,0.0,30.0,11.0,0.0,0.0,25.0,,,,,Valorant Masters Bangkok 2025_csvs
Iso,8.0,,0.0,0.0,0.0,17.0,0.0,33.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Skye,7.0,,0.0,0.0,0.0,0.0,43.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Chamber,6.0,,0.0,25.0,30.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Killjoy,4.0,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Reyna,1.0,,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Gekko,1.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Clove,1.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Phoenix,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Harbor,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Sage,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Deadlock,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Waylay,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Valorant Masters Bangkok 2025_csvs
Omen,82.0,,78.0,,0.0,100.0,,100.0,,50.0,100.0,50.0,100.0,Valorant Masters Toronto 2025_csvs
Viper,63.0,,100.0,,0.0,75.0,,42.0,,95.0,14.0,0.0,50.0,Valorant Masters Toronto 2025_csvs
Sova,53.0,,0.0,,33.0,8.0,,83.0,,86.0,79.0,50.0,82.0,Valorant Masters Toronto 2025_csvs
Fade,40.0,,72.0,,67.0,92.0,,17.0,,0.0,14.0,50.0,18.0,Valorant Masters Toronto 2025_csvs
Raze,33.0,,67.0,,33.0,83.0,,0.0,,0.0,7.0,0.0,23.0,Valorant Masters Toronto 2025_csvs
Yoru,31.0,,61.0,,100.0,25.0,,50.0,,0.0,50.0,0.0,5.0,Valorant Masters Toronto 2025_csvs
Killjoy,31.0,,0.0,,33.0,38.0,,33.0,,91.0,14.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Cypher,31.0,,28.0,,17.0,8.0,,50.0,,0.0,43.0,50.0,73.0,Valorant Masters Toronto 2025_csvs
Neon,25.0,,11.0,,17.0,8.0,,50.0,,5.0,7.0,0.0,77.0,Valorant Masters Toronto 2025_csvs
Jett,19.0,,0.0,,17.0,0.0,,8.0,,73.0,29.0,50.0,0.0,Valorant Masters Toronto 2025_csvs
Vyse,17.0,,0.0,,50.0,42.0,,17.0,,0.0,29.0,50.0,0.0,Valorant Masters Toronto 2025_csvs
Breach,13.0,,22.0,,17.0,8.0,,25.0,,0.0,0.0,0.0,27.0,Valorant Masters Toronto 2025_csvs
Astra,9.0,,22.0,,100.0,0.0,,0.0,,0.0,0.0,50.0,0.0,Valorant Masters Toronto 2025_csvs
Kayo,9.0,,0.0,,0.0,0.0,,0.0,,14.0,43.0,0.0,9.0,Valorant Masters Toronto 2025_csvs
Gekko,8.0,,0.0,,0.0,0.0,,0.0,,32.0,7.0,50.0,5.0,Valorant Masters Toronto 2025_csvs
Sage,8.0,,0.0,,0.0,0.0,,0.0,,23.0,0.0,50.0,14.0,Valorant Masters Toronto 2025_csvs
Deadlock,8.0,,11.0,,0.0,0.0,,0.0,,0.0,29.0,0.0,14.0,Valorant Masters Toronto 2025_csvs
Chamber,4.0,,0.0,,17.0,0.0,,0.0,,5.0,21.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Tejo,4.0,,11.0,,0.0,8.0,,0.0,,0.0,7.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Harbor,4.0,,0.0,,0.0,0.0,,0.0,,23.0,0.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Iso,3.0,,0.0,,0.0,0.0,,17.0,,0.0,0.0,0.0,5.0,Valorant Masters Toronto 2025_csvs
Skye,3.0,,17.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Waylay,2.0,,0.0,,0.0,4.0,,0.0,,0.0,7.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Phoenix,1.0,,0.0,,0.0,0.0,,8.0,,0.0,0.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Reyna,1.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,50.0,0.0,Valorant Masters Toronto 2025_csvs
Clove,1.0,,0.0,,0.0,0.0,,0.0,,5.0,0.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
Brimstone,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,Valorant Masters Toronto 2025_csvs
