agent_name,total_utilization,map_utilizations,Split,Abyss,Pearl,Lotus,Bind,Haven,Fracture,Icebox,Ascent,Corrode,Sunset,tournament_name
Vyse,0.0,"{'Icebox': 0.0, 'Lotus': 0.0, 'Bind': 0.0, 'Split': 0.0, 'Sunset': 0.0, 'Breeze': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 1_csvs
Waylay,0.0,"{'Icebox': 0.0, 'Lotus': 0.0, 'Bind': 0.0, 'Split': 0.0, 'Sunset': 0.0, 'Breeze': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 1_csvs
Iso,0.0,"{'Icebox': 0.0, 'Lotus': 0.0, 'Bind': 0.0, 'Split': 0.0, 'Sunset': 0.0, 'Breeze': 0.0, 'Ascent': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 1_csvs
Omen,75.0,"{'Sunset': 93.0, 'Lotus': 97.0, 'Icebox': 5.0, 'Haven': 94.0, 'Split': 94.0, 'Ascent': 94.0, 'Bind': 29.0, 'Abyss': 50.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Cypher,64.0,"{'Sunset': 98.0, 'Lotus': 74.0, 'Icebox': 5.0, 'Haven': 72.0, 'Split': 72.0, 'Ascent': 75.0, 'Bind': 0.0, 'Abyss': 100.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Sova,47.0,"{'Sunset': 58.0, 'Lotus': 15.0, 'Icebox': 77.0, 'Haven': 83.0, 'Split': 0.0, 'Ascent': 94.0, 'Bind': 7.0, 'Abyss': 0.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Raze,39.0,"{'Sunset': 45.0, 'Lotus': 47.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 89.0, 'Ascent': 0.0, 'Bind': 93.0, 'Abyss': 50.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Breach,34.0,"{'Sunset': 35.0, 'Lotus': 50.0, 'Icebox': 0.0, 'Haven': 50.0, 'Split': 89.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 50.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Viper,31.0,"{'Sunset': 3.0, 'Lotus': 29.0, 'Icebox': 95.0, 'Haven': 6.0, 'Split': 22.0, 'Ascent': 0.0, 'Bind': 93.0, 'Abyss': 0.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Gekko,30.0,"{'Sunset': 28.0, 'Lotus': 9.0, 'Icebox': 77.0, 'Haven': 6.0, 'Split': 22.0, 'Ascent': 0.0, 'Bind': 79.0, 'Abyss': 100.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Kayo,29.0,"{'Sunset': 65.0, 'Lotus': 0.0, 'Icebox': 32.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 81.0, 'Bind': 7.0, 'Abyss': 0.0, 'Breeze': 50.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Jett,28.0,"{'Sunset': 10.0, 'Lotus': 12.0, 'Icebox': 59.0, 'Haven': 33.0, 'Split': 17.0, 'Ascent': 94.0, 'Bind': 0.0, 'Abyss': 50.0, 'Breeze': 50.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Fade,27.0,"{'Sunset': 0.0, 'Lotus': 85.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 28.0, 'Ascent': 6.0, 'Bind': 71.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Neon,25.0,"{'Sunset': 53.0, 'Lotus': 29.0, 'Icebox': 14.0, 'Haven': 33.0, 'Split': 11.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Killjoy,23.0,"{'Sunset': 0.0, 'Lotus': 26.0, 'Icebox': 86.0, 'Haven': 28.0, 'Split': 6.0, 'Ascent': 25.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Yoru,14.0,"{'Sunset': 0.0, 'Lotus': 18.0, 'Icebox': 0.0, 'Haven': 39.0, 'Split': 33.0, 'Ascent': 6.0, 'Bind': 14.0, 'Abyss': 0.0, 'Breeze': 100.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Iso,9.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 14.0, 'Haven': 44.0, 'Split': 11.0, 'Ascent': 13.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Brimstone,5.0,"{'Sunset': 0.0, 'Lotus': 3.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 57.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Sage,4.0,"{'Sunset': 8.0, 'Lotus': 0.0, 'Icebox': 14.0, 'Haven': 6.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Skye,4.0,"{'Sunset': 0.0, 'Lotus': 6.0, 'Icebox': 5.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 29.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Astra,4.0,"{'Sunset': 8.0, 'Lotus': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 6.0, 'Ascent': 6.0, 'Bind': 7.0, 'Abyss': 50.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Harbor,2.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 5.0, 'Haven': 6.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 7.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Deadlock,1.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 6.0, 'Bind': 0.0, 'Abyss': 50.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Reyna,1.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 9.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Clove,1.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 7.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Chamber,1.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 5.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Phoenix,0.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Tejo,0.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Vyse,0.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Waylay,0.0,"{'Sunset': 0.0, 'Lotus': 0.0, 'Icebox': 0.0, 'Haven': 0.0, 'Split': 0.0, 'Ascent': 0.0, 'Bind': 0.0, 'Abyss': 0.0, 'Breeze': 0.0}",,,,,,,,,,,,Champions Tour 2024 EMEA Stage 2_csvs
Viper,78.0,"{'Split': 94.0, 'Lotus': 75.0, 'Sunset': 56.0, 'Icebox': 100.0, 'Ascent': 50.0, 'Breeze': 100.0, 'Bind': 63.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Omen,68.0,"{'Split': 100.0, 'Lotus': 100.0, 'Sunset': 94.0, 'Icebox': 8.0, 'Ascent': 100.0, 'Breeze': 0.0, 'Bind': 13.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Raze,52.0,"{'Split': 100.0, 'Lotus': 88.0, 'Sunset': 31.0, 'Icebox': 0.0, 'Ascent': 30.0, 'Breeze': 0.0, 'Bind': 88.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Jett,43.0,"{'Split': 44.0, 'Lotus': 25.0, 'Sunset': 0.0, 'Icebox': 100.0, 'Ascent': 50.0, 'Breeze': 100.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Kayo,36.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 69.0, 'Icebox': 58.0, 'Ascent': 70.0, 'Breeze': 50.0, 'Bind': 25.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Sova,33.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 56.0, 'Icebox': 42.0, 'Ascent': 40.0, 'Breeze': 100.0, 'Bind': 25.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Killjoy,29.0,"{'Split': 0.0, 'Lotus': 69.0, 'Sunset': 0.0, 'Icebox': 92.0, 'Ascent': 40.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Skye,27.0,"{'Split': 83.0, 'Lotus': 25.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 63.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Cypher,26.0,"{'Split': 33.0, 'Lotus': 19.0, 'Sunset': 44.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 50.0, 'Bind': 25.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Gekko,24.0,"{'Split': 0.0, 'Lotus': 19.0, 'Sunset': 44.0, 'Icebox': 58.0, 'Ascent': 30.0, 'Breeze': 0.0, 'Bind': 25.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Fade,17.0,"{'Split': 6.0, 'Lotus': 56.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 40.0, 'Breeze': 0.0, 'Bind': 13.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Breach,12.0,"{'Split': 22.0, 'Lotus': 0.0, 'Sunset': 25.0, 'Icebox': 0.0, 'Ascent': 30.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Yoru,11.0,"{'Split': 11.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 10.0, 'Breeze': 50.0, 'Bind': 25.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Astra,9.0,"{'Split': 6.0, 'Lotus': 6.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 50.0, 'Bind': 13.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Harbor,7.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 6.0, 'Icebox': 25.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 25.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Phoenix,7.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 31.0, 'Icebox': 0.0, 'Ascent': 10.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Brimstone,7.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 75.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Sage,6.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 25.0, 'Icebox': 8.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Neon,4.0,"{'Split': 0.0, 'Lotus': 13.0, 'Sunset': 13.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Reyna,3.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 8.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 25.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Chamber,2.0,"{'Split': 0.0, 'Lotus': 6.0, 'Sunset': 6.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Iso,0.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Deadlock,0.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Clove,0.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Tejo,0.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Vyse,0.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Waylay,0.0,"{'Split': 0.0, 'Lotus': 0.0, 'Sunset': 0.0, 'Icebox': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Bind': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Madrid_csvs
Viper,66.0,"{'Lotus': 86.0, 'Icebox': 91.0, 'Sunset': 5.0, 'Bind': 85.0, 'Ascent': 7.0, 'Breeze': 100.0, 'Split': 90.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Omen,64.0,"{'Lotus': 100.0, 'Icebox': 9.0, 'Sunset': 100.0, 'Bind': 30.0, 'Ascent': 100.0, 'Breeze': 0.0, 'Split': 100.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Raze,57.0,"{'Lotus': 89.0, 'Icebox': 0.0, 'Sunset': 82.0, 'Bind': 100.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 100.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Killjoy,38.0,"{'Lotus': 61.0, 'Icebox': 86.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 86.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Sova,38.0,"{'Lotus': 0.0, 'Icebox': 73.0, 'Sunset': 27.0, 'Bind': 5.0, 'Ascent': 93.0, 'Breeze': 100.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Jett,35.0,"{'Lotus': 14.0, 'Icebox': 73.0, 'Sunset': 5.0, 'Bind': 0.0, 'Ascent': 93.0, 'Breeze': 83.0, 'Split': 10.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Cypher,32.0,"{'Lotus': 21.0, 'Icebox': 0.0, 'Sunset': 86.0, 'Bind': 10.0, 'Ascent': 14.0, 'Breeze': 50.0, 'Split': 60.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Kayo,32.0,"{'Lotus': 0.0, 'Icebox': 59.0, 'Sunset': 32.0, 'Bind': 20.0, 'Ascent': 93.0, 'Breeze': 33.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Gekko,31.0,"{'Lotus': 11.0, 'Icebox': 50.0, 'Sunset': 59.0, 'Bind': 65.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Fade,27.0,"{'Lotus': 75.0, 'Icebox': 0.0, 'Sunset': 23.0, 'Bind': 25.0, 'Ascent': 7.0, 'Breeze': 0.0, 'Split': 20.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Skye,18.0,"{'Lotus': 4.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 70.0, 'Ascent': 0.0, 'Breeze': 8.0, 'Split': 70.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Breach,14.0,"{'Lotus': 25.0, 'Icebox': 0.0, 'Sunset': 36.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 30.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Harbor,12.0,"{'Lotus': 0.0, 'Icebox': 27.0, 'Sunset': 14.0, 'Bind': 15.0, 'Ascent': 0.0, 'Breeze': 25.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Brimstone,11.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 70.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Yoru,9.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 14.0, 'Bind': 0.0, 'Ascent': 7.0, 'Breeze': 58.0, 'Split': 10.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Astra,6.0,"{'Lotus': 11.0, 'Icebox': 0.0, 'Sunset': 5.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 33.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Sage,5.0,"{'Lotus': 0.0, 'Icebox': 14.0, 'Sunset': 14.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Reyna,2.0,"{'Lotus': 0.0, 'Icebox': 5.0, 'Sunset': 0.0, 'Bind': 5.0, 'Ascent': 0.0, 'Breeze': 8.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Chamber,2.0,"{'Lotus': 4.0, 'Icebox': 5.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 10.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Clove,2.0,"{'Lotus': 0.0, 'Icebox': 9.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Neon,0.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Phoenix,0.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Iso,0.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Deadlock,0.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Tejo,0.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Vyse,0.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Waylay,0.0,"{'Lotus': 0.0, 'Icebox': 0.0, 'Sunset': 0.0, 'Bind': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Split': 0.0}",,,,,,,,,,,,Champions Tour 2024 Masters Shanghai_csvs
Viper,77.0,"{'Lotus': 80.0, 'Ascent': 25.0, 'Breeze': 100.0, 'Icebox': 100.0, 'Split': 80.0, 'Bind': 88.0, 'Sunset': 75.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Omen,54.0,"{'Lotus': 100.0, 'Ascent': 100.0, 'Breeze': 6.0, 'Icebox': 0.0, 'Split': 50.0, 'Bind': 0.0, 'Sunset': 100.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Raze,50.0,"{'Lotus': 100.0, 'Ascent': 13.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 100.0, 'Bind': 88.0, 'Sunset': 88.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Jett,48.0,"{'Lotus': 5.0, 'Ascent': 88.0, 'Breeze': 63.0, 'Icebox': 100.0, 'Split': 50.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Killjoy,42.0,"{'Lotus': 65.0, 'Ascent': 75.0, 'Breeze': 0.0, 'Icebox': 100.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Sova,41.0,"{'Lotus': 0.0, 'Ascent': 75.0, 'Breeze': 81.0, 'Icebox': 71.0, 'Split': 10.0, 'Bind': 0.0, 'Sunset': 25.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Cypher,38.0,"{'Lotus': 20.0, 'Ascent': 13.0, 'Breeze': 69.0, 'Icebox': 0.0, 'Split': 50.0, 'Bind': 88.0, 'Sunset': 75.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Kayo,27.0,"{'Lotus': 0.0, 'Ascent': 75.0, 'Breeze': 25.0, 'Icebox': 43.0, 'Split': 0.0, 'Bind': 25.0, 'Sunset': 13.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Skye,25.0,"{'Lotus': 35.0, 'Ascent': 0.0, 'Breeze': 25.0, 'Icebox': 0.0, 'Split': 60.0, 'Bind': 50.0, 'Sunset': 25.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Fade,23.0,"{'Lotus': 65.0, 'Ascent': 25.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 13.0, 'Sunset': 38.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Gekko,17.0,"{'Lotus': 5.0, 'Ascent': 13.0, 'Breeze': 0.0, 'Icebox': 43.0, 'Split': 10.0, 'Bind': 50.0, 'Sunset': 25.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Yoru,13.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 50.0, 'Icebox': 0.0, 'Split': 20.0, 'Bind': 25.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Harbor,13.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 44.0, 'Icebox': 29.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 13.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Astra,9.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 19.0, 'Icebox': 0.0, 'Split': 50.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Brimstone,7.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 75.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Breach,4.0,"{'Lotus': 5.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 20.0, 'Bind': 0.0, 'Sunset': 13.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Neon,3.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 19.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Sage,3.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 14.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 13.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Chamber,3.0,"{'Lotus': 15.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Reyna,1.0,"{'Lotus': 5.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
Iso,0.0,"{'Lotus': 0.0, 'Ascent': 0.0, 'Breeze': 0.0, 'Icebox': 0.0, 'Split': 0.0, 'Bind': 0.0, 'Sunset': 0.0}",,,,,,,,,,,,Champions Tour 2024 Pacific Kickoff_csvs
