match_id,map_name,map_order,score,winner,duration,picked_by
473833,Haven,1,13 - 6,TALON,1:09:17,Gen.G
473833,Icebox,2,6 - 13,Gen.G,41:38,TALON
473833,Pearl,3,3 - 13,Gen.G,36:32,Decider
473834,Lotus,1,15 - 13,DRX,1:07:27,T1
473834,Fracture,2,14 - 12,DRX,1:00:29,DRX
473837,Split,1,8 - 13,Gen.G,1:07:36,Gen.G
473837,Ascent,2,6 - 13,Gen.G,38:38,BOOM Esports
473838,Fracture,1,11 - 13,DRX,1:00:04,DRX
473838,Icebox,2,13 - 4,Rex Regum Qeon,40:42,Rex Regum Qeon
473838,Lotus,3,14 - 12,Rex Regum Qeon,1:00:19,Decider
473835,Haven,1,13 - 9,TALON,1:09:46,TALON
473835,Pearl,2,7 - 13,Nongshim RedForce,48:02,Nongshim RedForce
473835,Ascent,3,13 - 9,TALON,54:00,Decider
473836,Fracture,1,13 - 3,T1,40:24,Paper Rex
473836,Ascent,2,4 - 13,Paper Rex,38:55,T1
473836,Lotus,3,2 - 13,Paper Rex,33:01,Decider
473839,Icebox,1,13 - 4,DRX,1:00:16,TALON
473839,Fracture,2,14 - 12,DRX,1:01:12,DRX
473840,Lotus,1,5 - 13,Paper Rex,45:13,Paper Rex
473840,Fracture,2,8 - 13,Paper Rex,49:32,BOOM Esports
473841,Lotus,1,13 - 5,Gen.G,56:41,Gen.G
473841,Icebox,2,13 - 8,Gen.G,50:27,Rex Regum Qeon
473842,Lotus,1,11 - 13,Paper Rex,58:51,Paper Rex
473842,Icebox,2,8 - 13,Paper Rex,45:27,DRX
473843,Fracture,1,2 - 13,Paper Rex,51:08,Rex Regum Qeon
473843,Split,2,14 - 12,Rex Regum Qeon,53:25,Paper Rex
473843,Pearl,3,14 - 12,Rex Regum Qeon,58:35,Rex Regum Qeon
473843,Icebox,4,3 - 13,Paper Rex,35:20,Paper Rex
473843,Ascent,5,13 - 6,Rex Regum Qeon,43:22,Decider
473844,Haven,1,13 - 8,Gen.G,1:13:58,Gen.G
473844,Ascent,2,11 - 13,Rex Regum Qeon,56:44,Rex Regum Qeon
473844,Lotus,3,9 - 13,Rex Regum Qeon,54:30,Gen.G
473844,Icebox,4,11 - 13,Rex Regum Qeon,54:26,Rex Regum Qeon
